DOI,Title,Year,First Authors,Affiliation
https://doi.org/10.1007/s10531-021-02258-9,Climate change is creating a mismatch between protected areas and suitable habitats for frogs and birds in Puerto Rico,2021,"['Campos-Cerqueira, M', 'Terando, AJ', 'Murray, BA', 'Collazo, JA', 'Aide, TM']",United States Department of the Interior
https://doi.org/10.3390/su132112315,Sustainable Management of Very Large Trees with the Use of Acoustic Tomography,2021,"['Dudkiewicz, M', 'Durlak, W']",University of Life Sciences in Lublin
https://doi.org/10.1016/j.ecoleng.2021.106466,Wildlife crossings increase bat connectivity: Evidence from Northern Germany,2022,"['Martinez-Medina, D', 'Ahmad, S', 'Gonzalez-Rojas, MF', 'Reck, H']",University of Rostock
https://doi.org/10.1016/j.ecoenv.2021.112860,"Riverside underwater noise pollution threaten porpoises and fish along the middle and lower reaches of the Yangtze River, China",2021,"['Wang, ZT', 'Duan, PX', 'Akamatsu, T', 'Chen, YW', 'An, X', 'Yuan, J', 'Lei, PY', 'Li, J', 'Zhou, L', 'Liu, MC', 'Yang, YN', 'Fan, F', 'Wang, KX', 'Wang, D']",Chinese Academy of Sciences
https://doi.org/10.1016/j.ufug.2022.127555,Soundscapes of urban parks: An innovative approach for ecosystem monitoring and adaptive management*,2022,"['Zhao, YL', 'Sheppard, S', 'Sun, ZK', 'Hao, ZZ', 'Jin, JL', 'Bai, ZT', 'Bian, Q', 'Wang, C']",Chinese Academy of Forestry
https://doi.org/10.1016/j.agee.2021.107494,Assessing the importance of field margins for bat species and communities in intensive agricultural landscapes,2021,"['Blary, C', 'Kerbiriou, C', 'Le Viol, I', 'Barre, K']",Centre National de la Recherche Scientifique (CNRS)
https://doi.org/10.1016/j.foreco.2020.118871,"Vegetation structure and temporality influence the dominance, diversity, and composition of forest acoustic communities",2021,"['Hao, ZZ', 'Wang, C', 'Sun, ZK', 'Zhao, DX', 'Sun, BQ', 'Wang, HJ', 'van den Bosch, CK']",Chinese Academy of Forestry
https://doi.org/10.1002/aqc.3581,"Sound discrimination of two sympatric, threatened fish species allows for their in situ mapping",2021,"['Picciulin, M', 'Bolgan, M', 'Facca, C', 'Fiorin, R', 'Riccato, F', 'Malavasi, S']",Universita Ca Foscari Venezia
https://doi.org/10.1109/DASC52595.2021.9594457,Evaluating the Use of Unmanned Aircraft Systems to Autonomously Download Ground-Based Sensor Data,2021,"['Mountcastle, Z', 'Slosarik, M', 'Delaney, D', 'Pan, J']",United States Department of Defense
https://doi.org/10.1016/j.ecolind.2021.107524,"Statistical power of mobile acoustic monitoring to detect population change in southeastern US bat species, a case study",2021,"['Evans, KO', 'Smith, AD', 'Richardson, D']",Mississippi State University
https://doi.org/10.3390/ani12010081,Acoustic and Genetic Data Can Reduce Uncertainty Regarding Populations of Migratory Tree-Roosting Bats Impacted by Wind Energy,2022,"['Hale, AM', 'Hein, CD', 'Straw, BR']",Texas Christian University
https://doi.org/10.1016/j.ecolind.2021.108219,"Geomorphological characterization, spatial distribution and environmental status assessment of coralligenous reefs along the Latium continental shelf",2021,"['Pierdomenico, M', 'Bonifazi, A', 'Argenti, L', 'Ingrassia, M', 'Casalbore, D', 'Aguzzi, L', 'Viaggiu, E', 'Le Foche, M', 'Chiocci, FL']",Consiglio Nazionale delle Ricerche (CNR)
https://doi.org/10.1016/j.ecoinf.2021.101534,SILIC: A cross database framework for automatically extracting robust biodiversity information from soundscape recordings based on object detection and a tiny training dataset,2022,"['Wu, SH', 'Chang, HW', 'Lin, RS', 'Tuanmu, MN']",National Sun Yat Sen University
https://doi.org/10.5751/ACE-01801-160111,Assessment of cue counting for estimating bird density using passive acoustic monitoring: recommendations for estimating a reliable cue rate,2021,"['Perez-Granados, C', 'Barrero, A', 'Traba, J', 'Bustillo-de La Rosa, D', 'Reverter, M', 'Gomez-Catasus, J']",Autonomous University of Madrid
https://doi.org/10.1002/rse2.237,Passive acoustic monitoring reveals the role of habitat affinity in sensitivity of sub-tropical East Asian bats to fragmentation,2022,"['Lopez-Bosch, D', 'Rocha, R', 'Lopez-Baucells, A', 'Wang, YP', 'Si, XF', 'Ding, P', 'Gibson, L', 'Palmeirim, AF']",Universidade do Porto
https://doi.org/10.1016/j.ocecoaman.2020.105463,"Characteristics of shallow and mesophotic environments of the Pemba Channel, Tanzania: Implications for management and conservation",2021,"['Osuka, KE', 'McClean, C', 'Stewart, BD', 'Bett, BJ', 'Bas, TL', 'Howe, J', 'Abernerthy, C', 'Yahya, S', 'Obura, D', 'Samoilys, M']",University of York - UK
https://doi.org/10.1016/j.biocon.2021.108995,The power of national acoustic tracking networks to assess the impacts of human activity on marine organisms during the COVID-19 pandemic,2021,"['Huveneers, C', 'Jaine, FRA', 'Barnett, A', 'Butcher, PA', 'Clarke, TM', 'Currey-Randall, LM', 'Dwyer, RG', 'Ferreira, LC', 'Gleiss, AC', 'Hoenner, X', 'Ierodiaconou, D', 'Ledee, EJI', 'Meekan, MG', 'Pederson, H', 'Rizzari, JR', 'van Ruth, PD', 'Semmens, JM', 'Taylor, MD', 'Udyawer, V', 'Walsh, P', 'Heupel, MR', 'Harcourt, R']",Flinders University South Australia
https://doi.org/10.1016/j.agee.2021.107780,Effects of adjacent habitat on nocturnal flying insects in vineyards and implications for bat foraging,2022,"['Chaperon, PN', 'Rodriguez-San Pedro, A', 'Beltran, CA', 'Allendes, JL', 'Barahona-Segovia, RM', 'Urra, F', 'Grez, AA']",Universidad de Chile
https://doi.org/10.20417/nzjecol.46.21,Acoustic monitoring and occupancy analysis: cost-effective tools in reintroduction programmes for roroa-great spotted kiwi,2022,"['Jahn, P', 'Ross, JG', 'MacKenzie, DI', 'Molles, LE']",Lincoln University - New Zealand
https://doi.org/10.1016/j.foreco.2021.119359,Bat responses to silviculture treatments: Activity over 13 years of regeneration,2021,"['Wright, DW', 'Rittenhouse, CD', 'Moran, K', 'Worthley, TE', 'Rittenhouse, TAG']",University of Connecticut
https://doi.org/10.1007/s10531-021-02210-x,Landscape structure shapes activity levels and composition of aerial insectivorous bats at different spatial scales,2021,"['Falcao, F', 'Dodonov, P', 'Caselli, CB', 'dos Santos, JS', 'Faria, D']",Universidade Federal da Bahia
https://doi.org/10.3390/d13010018,Description of Echolocation Call Parameters for Urban Bats in Vietnam as a Step Towards a More Integrated Acoustic Monitoring of Urban Wildlife in Southeast Asia,2021,"['Pham, LK', 'Tran, BV', 'Le, QT', 'Nguyen, TT', 'Voigt, CC']",Vietnam Academy of Science & Technology (VAST)
https://doi.org/10.1016/j.anbehav.2021.04.013,Sensing underground activity: diel digging activity pattern during nest escape by sea turtle hatchlings,2021,"['Nishizawa, H', 'Hashimoto, Y', 'Rusli, MU', 'Ichikawa, K', 'Joseph, J']",Kyoto University
https://doi.org/10.1109/ICMLA52953.2021.00170,Deployment of Embedded Edge-AI for Wildlife Monitoring in Remote Regions,2021,"['Schwartz, D', 'Selman, JMG', 'Wrege, P', 'Paepcke, A']",Stanford University
https://doi.org/10.3389/fmars.2021.645142,Interannual Nearshore Habitat Use of Young of the Year White Sharks Off Southern California,2021,"['Anderson, JM', 'Burns, ES', 'Meese, EN', 'Farrugia, TJ', 'Stirling, BS', 'White, CF', 'Logan, RK', ""O'Sullivan, J"", 'Winkler, C', 'Lowe, CG']",California State University System
https://doi.org/10.1007/s00442-022-05171-2,"A stochastic simulation model for assessing the masking effects of road noise for wildlife, outdoor recreation, and bioacoustic monitoring",2022,"['Toth, CA', 'Pauli, BP', 'McClure, CJW', 'Francis, CD', 'Newman, P', 'Barber, JR', 'Fristrup, K']",Boise State University
https://doi.org/10.1016/j.dsr.2020.103458,"Deep-sea habitat characterization using acoustic data and underwater imagery in Gazul mud volcano (Gulf of Cadiz, NE Atlantic)",2021,"['Urra, J', 'Palomino, D', 'Lozano, P', 'Gonzalez-Garcia, E', 'Farias, C', 'Mateo-Ramirez, A', 'Fernandez-Salas, LM', 'Lopez-Gonzalez, N', 'Vila, Y', 'Orejas, C', 'Puerta, P', 'Rivera, J', 'Henry, LA', 'Rueda, JL']",Spanish Institute of Oceanography
https://doi.org/10.1186/s42408-021-00105-4,"Fire, land cover, and temperature drivers of bat activity in winter",2021,"['Jorge, MH', 'Sweeten, SE', 'True, MC', 'Freeze, SR', 'Cherry, MJ', 'Garrison, EP', 'Taylor, H', 'Gorman, KM', 'Ford, WM']",Virginia Polytechnic Institute & State University
https://doi.org/10.1111/ibi.12885,Insights on the effect of aircraft traffic on avian vocal activity,2021,"['Vincelette, H', 'Buxton, R', 'Kleist, N', 'McKenna, MF', 'Betchkal, D', 'Wittemyer, G']",Colorado State University
https://doi.org/10.1002/eco.2253,Influence of discharge regime on the movement and refuge use of a freshwater fish in a drying temperate region,2021,"['Storer, T', 'Bannister, J', 'Bennett, K', 'Byrnes, E', 'Crook, DA', 'Morgan, DL', 'Gleiss, A', 'Beatty, SJ']",Murdoch University
https://doi.org/10.1002/eap.2436,Snapshot Wisconsin: networking community scientists and remote sensing to improve ecological monitoring and management,2021,"['Townsend, PA', 'Clare, JDJ', 'Liu, NF', 'Stenglein, JL', 'Anhalt-Depies, C', 'Van Deelen, TR', 'Gilbert, NA', 'Singh, A', 'Martin, KJ', 'Zuckerberg, B']",University of Wisconsin System
https://doi.org/10.3389/fmars.2021.674702,Measuring Sound at a Cold-Water Coral Reef to Assess the Impact of COVID-19 on Noise Pollution,2021,"['De Clippele, LH', 'Risch, D']",League of European Research Universities - LERU
https://doi.org/10.1016/j.scitotenv.2021.145382,Slight variations in coastal topography mitigate the consequence of storm-induced marine submersion on amphibian communities,2021,"['Lorrain-Soligon, L', 'Robin, F', 'Rousseau, P', 'Jankovic, M', 'Brischoux, F']",Centre National de la Recherche Scientifique (CNRS)
https://doi.org/10.1016/j.ecolind.2021.107489,Post-white-nose syndrome passive acoustic sampling effort for determining bat species occupancy within the mid-Atlantic region,2021,"['Deeley, SM', 'Kalen, NJ', 'Freeze, SR', 'Barr, EL', 'Ford, WM']",Virginia Polytechnic Institute & State University
https://doi.org/10.1093/sysbio/syab076,Identification of Species by Combining Molecular and Morphological Data Using Convolutional Neural Networks,2022,"['Yang, B', 'Zhang, ZX', 'Yang, CQ', 'Wang, Y', 'Orr, MC', 'Wang, HB', 'Zhang, AB']",Capital Normal University
https://doi.org/10.3390/rs13050856,Long-Term Changes in the Unique and Largest Seagrass Meadows in the Bohai Sea (China) Using Satellite (1974-2019) and Sonar Data: Implication for Conservation and Restoration,2021,"['Xu, SC', 'Xu, S', 'Zhou, Y', 'Yue, SD', 'Zhang, XM', 'Gu, RT', 'Zhang, Y', 'Qiao, YL', 'Liu, MJ']",Chinese Academy of Sciences
https://doi.org/10.1371/journal.pone.0248797,Bioacoustics for in situ validation of species distribution modelling: An example with bats in Brazil,2021,"['Hintze, F', 'Machado, RB', 'Bernard, E']",Universidade Federal de Pernambuco
https://doi.org/10.3390/s21030866,Detecting and Tracking the Positions of Wild Ungulates Using Sound Recordings,2021,"['Salem, SI', 'Fujisao, K', 'Maki, M', 'Okumura, T', 'Oki, K']",Egyptian Knowledge Bank (EKB)
https://doi.org/10.1016/j.foreco.2021.119720,Specialist or generalist? It depends. Context-dependent habitat relationships provide insight into forest disturbance effects for a boreal bird species,2021,"['Knight, EC', 'Brigham, RM', 'Bayne, EM']",University of Alberta
https://doi.org/10.1016/j.apacoust.2021.108077,Sound-spectrogram based automatic bird species recognition using MLP classifier,2021,"['Pahuja, R', 'Kumar, A']",National Institute of Technology (NIT System)
https://doi.org/10.1111/2041-210X.13652,Broad-scale applications of the Raspberry Pi: A review and guide for biologists,2021,"['Jolles, JW']",University of Konstanz
https://doi.org/10.1007/s10336-020-01848-8,Effects of temperature and season on birds' dawn singing behavior in a forest of eastern China,2021,"['Puswal, SM', 'Mei, JJ', 'Liu, FL']",Chinese Academy of Sciences
https://doi.org/10.3389/fmars.2021.665726,Social Network Analysis Reveals the Subtle Impacts of Tourist Provisioning on the Social Behavior of a Generalist Marine Apex Predator,2021,"['Jacoby, DMP', 'Fairbairn, BS', 'Frazier, BS', 'Gallagher, AJ', 'Heithaus, MR', 'Cooke, SJ', 'Hammerschlag, N']",Zoological Society of London
https://doi.org/10.3390/rs12091370,Remote Sensing Applications in Monitoring of Protected Areas,2020,"['Wang, YQ', 'Lu, Z', 'Sheng, YW', 'Zhou, YY']",University of Rhode Island
https://doi.org/10.1093/biosci/biab073,A Comprehensive Overview of Technologies for Species and Habitat Monitoring and Conservation,2021,"['Lahoz-Monfort, JJ', 'Magrath, MJL']",University of Melbourne
https://doi.org/10.1016/j.marpol.2017.10.036,Spillover from marine protected areas on the pacific coast in Colombia: A bioeconomic modelling approach for shrimp fisheries,2018,"['Cuervo-Sanchez, R', 'Maldonado, JH', 'Rueda, M']",University of the Andes Colombia
https://doi.org/10.1093/icesjms/fsac059,Big data approaches to the spatial ecology and conservation of marine megafauna,2022,"['Gremillet, D', 'Chevallier, D', 'Guinet, C']",Centre National de la Recherche Scientifique (CNRS)
https://doi.org/10.1016/j.marenvres.2020.105095,Applying an integrated approach to coastal marine habitat mapping in the north-western United Arab Emirates,2020,"['Mateos-Molina, D', 'Antonopoulou, M', 'Baldwin, R', 'Bejarano, I', 'Burt, JA', 'Garcia-Charton, JA', 'Al-Ghais, SM', 'Walgamage, J', 'Taylor, OJS']",University of Murcia
https://doi.org/10.1016/j.jenvman.2016.11.070,"Trade-offs between data resolution, accuracy, and cost when choosing information to plan reserves for coral reef ecosystems",2017,"['Tulloch, VJ', 'Klein, CJ', 'Jupiter, SD', 'Tulloch, AIT', 'Roelfsema, C', 'Possingham, HP']",University of Queensland
https://doi.org/10.1111/cobi.13154,An adaptive method for identifying marine areas of high conservation priority,2018,"['Afan, I', 'Gimenez, J', 'Forero, MG', 'Ramirez, F']",Consejo Superior de Investigaciones Cientificas (CSIC)
https://doi.org/10.1353/cp.2018.0002,"""What Now, Fishgate?"" Scandal, Marae Moana, and Nation Making in the Cook Islands",2018,"['Durbin, TJ']",Kansas State University
https://doi.org/10.1007/s11625-021-01021-x,Non-material nature's contributions to people from a marine protected area support multiple dimensions of human well-being,2022,"['Rodrigues, JG', 'Villasante, S', 'Pinto, IS']",University of Santiago De Compostela
https://doi.org/10.1002/ieam.4176,A False Sense of Protection: Recreational Uses and Illegal Behavior in a Mediterranean Marine Protected Area and Implications for Management,2019,"['La Manna, G', 'Sara, G']",University of Palermo
https://doi.org/10.12775/EQ.2020.009,The use of remote sensing for monitoring Posidonia oceanica and Marine Protected Areas: A systemic review,2020,"['Appolloni, L', 'Buonocore, E', 'Russo, GF', 'Franzese, PP']",Parthenope University Naples
https://doi.org/10.3389/fmars.2021.797140,Framing Cutting-Edge Integrative Deep-Sea Biodiversity Monitoring via Environmental DNA and Optoacoustic Augmented Infrastructures,2022,"['Stefanni, S', 'Mirimin, L', 'Stankovic, D', 'Chatzievangelou, D', 'Bongiorni, L', 'Marini, S', 'Modica, MV', 'Manea, E', 'Bonofiglio, F', 'Fernandez, JD', 'Cukrov, N', 'Gavrilovic, A', 'De Leo, FC', 'Aguzzi, J']",Stazione Zoologica Anton Dohrn di Napoli
https://doi.org/10.1016/j.marpol.2019.04.013,Not all who wander are lost: Improving spatial protection for large pelagic fishes,2019,"['Boerder, K', 'Schiller, L', 'Worm, B']",Dalhousie University
https://doi.org/10.1111/2041-210X.13101,Emerging opportunities and challenges for passive acoustics in ecological assessment and monitoring,2019,"['Gibb, R', 'Browning, E', 'Glover-Kapfer, P', 'Jones, KE']",University of London
https://doi.org/10.1002/aqc.3558,Amazon floodplain hydrology and implications for aquatic conservation,2021,"['Melack, JM', 'Coe, MT']",University of California System
https://doi.org/10.1016/j.marpol.2017.09.034,Climate change is likely to severely limit the effectiveness of deep-sea ABMTs in the North Atlantic,2018,"['Johnson, D', 'Ferreira, MA', 'Kenchington, E']",Fisheries & Oceans Canada
https://doi.org/10.1371/journal.pone.0233339,Addressing distribution equity in spatial conservation prioritization for small-scale fisheries,2020,"['Kockel, A', 'Ban, NC', 'Costa, M', 'Dearden, P']",University of Victoria
https://doi.org/10.3354/meps13586,"Year-round offshore distribution, behaviour, and overlap with commercial fisheries of a Critically Endangered small petrel",2021,"['Fischer, JH', 'Debski, I', 'Spitz, DB', 'Taylor, GA', 'Wittmer, HU']",Victoria University Wellington
https://doi.org/10.1002/aqc.2663,Diving for science - science for diving: volunteer scuba divers support science and conservation in the Mediterranean Sea,2017,"['Cerrano, C', 'Milanese, M', 'Ponti, M']",Marche Polytechnic University
https://doi.org/10.3389/fmars.2019.00135,"Satellite Remote Sensing in Shark and Ray Ecology, Conservation and Management",2019,"['Williamson, MJ', 'Tebbs, EJ', 'Dawson, TP', 'Jacoby, DMP']",University of London
